Sr No.,Utterance,Speaker,Emotion,Trigger,Dialogue_ID,Utterance_ID,Episode_No
1967,"Well I'd be scared of them, but all right.",Joey,fear,0.0,213,13,42.0
1968,"Joey, I can't stand the thought of having this baby with you mad at me.",Dina,sadness,1.0,213,14,42.0
1969,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,0.0,214,0,42.0
1970,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,0.0,214,1,42.0
1971,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I can't!",Joey,anger,0.0,214,2,42.0
1972,"Joey, I am scared to death about this.",Dina,fear,0.0,214,3,42.0
1973,"But I really think I can do it, I'm just gonna need some help.",Dina,fear,0.0,214,4,42.0
1974,And Bobby's gonna be here the whole time.,Dina,neutral,0.0,214,5,42.0
1975,"You bet I am!  And to answer your earlier question, we're straight-up gangster rap.",Bobby,joy,0.0,214,6,42.0
1976,"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",Dina,anger,0.0,214,7,42.0
1977,Because! Cause Cause you're my baby sister!,Joey,sadness,0.0,214,8,42.0
1978,And you're my big brother!,Dina,joy,0.0,214,9,42.0
1979,"I mean, you're my favorite guy in the whole world.",Dina,neutral,0.0,214,10,42.0
1980,I'm not even scared to tell mom and dad.,Dina,neutral,0.0,214,11,42.0
1981,I was scared of telling you.,Dina,fear,0.0,214,12,42.0
1982,"Well I'd be scared of them, but all right.",Joey,fear,0.0,214,13,42.0
1983,"Joey, I can't stand the thought of having this baby with you mad at me.",Dina,sadness,1.0,214,14,42.0
1984,I want him to have his uncle.,Dina,sadness,1.0,214,15,42.0
1985,Is my baby gonna have his Uncle Joey?,Dina,sadness,1.0,214,16,42.0
1986,Of course he's gonna have his Uncle Joey!,Joey,joy,0.0,214,17,42.0
1987,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,0.0,215,0,42.0
1988,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,0.0,215,1,42.0
1989,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I can't!",Joey,anger,0.0,215,2,42.0
1990,"Joey, I am scared to death about this.",Dina,fear,0.0,215,3,42.0
1991,"But I really think I can do it, I'm just gonna need some help.",Dina,fear,0.0,215,4,42.0
1992,And Bobby's gonna be here the whole time.,Dina,neutral,0.0,215,5,42.0
1993,"You bet I am!  And to answer your earlier question, we're straight-up gangster rap.",Bobby,joy,0.0,215,6,42.0
1994,"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",Dina,anger,0.0,215,7,42.0
1995,Because! Cause Cause you're my baby sister!,Joey,sadness,0.0,215,8,42.0
1996,And you're my big brother!,Dina,joy,0.0,215,9,42.0
1997,"I mean, you're my favorite guy in the whole world.",Dina,neutral,0.0,215,10,42.0
1998,I'm not even scared to tell mom and dad.,Dina,neutral,0.0,215,11,42.0
1999,I was scared of telling you.,Dina,fear,0.0,215,12,42.0
2000,"Well I'd be scared of them, but all right.",Joey,fear,0.0,215,13,42.0
2001,"Joey, I can't stand the thought of having this baby with you mad at me.",Dina,sadness,0.0,215,14,42.0
2002,I want him to have his uncle.,Dina,sadness,0.0,215,15,42.0
2003,Is my baby gonna have his Uncle Joey?,Dina,sadness,0.0,215,16,42.0
2004,Of course he's gonna have his Uncle Joey!,Joey,joy,1.0,215,17,42.0
2005,"We're gonna be all right. I mean, even if we're not married this baby is gonna be so loved. Not just by us.",Dina,joy,1.0,215,18,42.0
2006,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,0.0,216,0,42.0
2007,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,0.0,216,1,42.0
2008,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I can't!",Joey,anger,0.0,216,2,42.0
2009,"Joey, I am scared to death about this.",Dina,fear,0.0,216,3,42.0
2010,"But I really think I can do it, I'm just gonna need some help.",Dina,fear,0.0,216,4,42.0
2011,And Bobby's gonna be here the whole time.,Dina,neutral,0.0,216,5,42.0
2012,"You bet I am!  And to answer your earlier question, we're straight-up gangster rap.",Bobby,joy,0.0,216,6,42.0
2013,"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",Dina,anger,0.0,216,7,42.0
2014,Because! Cause Cause you're my baby sister!,Joey,sadness,0.0,216,8,42.0
2015,And you're my big brother!,Dina,joy,0.0,216,9,42.0
2016,"I mean, you're my favorite guy in the whole world.",Dina,neutral,0.0,216,10,42.0
2017,I'm not even scared to tell mom and dad.,Dina,neutral,0.0,216,11,42.0
2018,I was scared of telling you.,Dina,fear,0.0,216,12,42.0
2019,"Well I'd be scared of them, but all right.",Joey,fear,0.0,216,13,42.0
2020,"Joey, I can't stand the thought of having this baby with you mad at me.",Dina,sadness,0.0,216,14,42.0
2021,I want him to have his uncle.,Dina,sadness,0.0,216,15,42.0
2022,Is my baby gonna have his Uncle Joey?,Dina,sadness,0.0,216,16,42.0
2023,Of course he's gonna have his Uncle Joey!,Joey,joy,0.0,216,17,42.0
2024,"We're gonna be all right. I mean, even if we're not married this baby is gonna be so loved. Not just by us.",Dina,joy,0.0,216,18,42.0
2025,That's right! By his uncle too!,Joey,joy,0.0,216,19,42.0
2026,And by you.,Bobby,joy,1.0,216,20,42.0
2027,"Okay Bobby, why don't we just come over here and let them have a little moment.",Rachel,neutral,1.0,216,21,42.0
2028,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,0.0,217,0,42.0
2029,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,0.0,217,1,42.0
2030,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I can't!",Joey,anger,0.0,217,2,42.0
2031,"Joey, I am scared to death about this.",Dina,fear,0.0,217,3,42.0
2032,"But I really think I can do it, I'm just gonna need some help.",Dina,fear,0.0,217,4,42.0
2033,And Bobby's gonna be here the whole time.,Dina,neutral,0.0,217,5,42.0
2034,"You bet I am!  And to answer your earlier question, we're straight-up gangster rap.",Bobby,joy,0.0,217,6,42.0
2035,"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",Dina,anger,0.0,217,7,42.0
2036,Because! Cause Cause you're my baby sister!,Joey,sadness,0.0,217,8,42.0
2037,And you're my big brother!,Dina,joy,0.0,217,9,42.0
2038,"I mean, you're my favorite guy in the whole world.",Dina,neutral,0.0,217,10,42.0
2039,I'm not even scared to tell mom and dad.,Dina,neutral,0.0,217,11,42.0
2040,I was scared of telling you.,Dina,fear,0.0,217,12,42.0
2041,"Well I'd be scared of them, but all right.",Joey,fear,0.0,217,13,42.0
2042,"Joey, I can't stand the thought of having this baby with you mad at me.",Dina,sadness,0.0,217,14,42.0
2043,I want him to have his uncle.,Dina,sadness,0.0,217,15,42.0
2044,Is my baby gonna have his Uncle Joey?,Dina,sadness,0.0,217,16,42.0
2045,Of course he's gonna have his Uncle Joey!,Joey,joy,0.0,217,17,42.0
2046,"We're gonna be all right. I mean, even if we're not married this baby is gonna be so loved. Not just by us.",Dina,joy,0.0,217,18,42.0
2047,That's right! By his uncle too!,Joey,joy,0.0,217,19,42.0
2048,And by you.,Bobby,joy,0.0,217,20,42.0
2049,"Okay Bobby, why don't we just come over here and let them have a little moment.",Rachel,neutral,0.0,217,21,42.0
2050,Come here!,Joey,joy,1.0,217,22,42.0
2051,No! Seriously! What's wrong with you?!,Rachel,anger,1.0,217,23,42.0
2052,I had a really nice time tonight.,Danny,joy,0.0,218,0,43.0
2053,So did I. I'm really glad Monica asked us out.,Rachel,joy,0.0,218,1,43.0
2054,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,1.0,218,2,43.0
2055,I had a really nice time tonight.,Danny,joy,0.0,219,0,43.0
2056,So did I. I'm really glad Monica asked us out.,Rachel,joy,0.0,219,1,43.0
2057,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,1.0,219,2,43.0
2058,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,0.0,219,3,43.0
2059,I had a really nice time tonight.,Danny,joy,0.0,220,0,43.0
2060,So did I. I'm really glad Monica asked us out.,Rachel,joy,0.0,220,1,43.0
2061,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,0.0,220,2,43.0
2062,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,0.0,220,3,43.0
2063,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Danny,neutral,1.0,220,4,43.0
2064,Hi!,Rachel,joy,0.0,220,5,43.0
2065,I had a really nice time tonight.,Danny,joy,0.0,221,0,43.0
2066,So did I. I'm really glad Monica asked us out.,Rachel,joy,0.0,221,1,43.0
2067,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,0.0,221,2,43.0
2068,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,0.0,221,3,43.0
2069,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Danny,neutral,0.0,221,4,43.0
2070,Hi!,Rachel,joy,0.0,221,5,43.0
2071,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",Krista,surprise,0.0,221,6,43.0
2072,Like it would help.,Danny,neutral,1.0,221,7,43.0
2073,You are so bad!,Krista,joy,0.0,221,8,43.0
2074,I had a really nice time tonight.,Danny,joy,0.0,222,0,43.0
2075,So did I. I'm really glad Monica asked us out.,Rachel,joy,0.0,222,1,43.0
2076,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,0.0,222,2,43.0
2077,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,0.0,222,3,43.0
2078,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Danny,neutral,0.0,222,4,43.0
2079,Hi!,Rachel,joy,0.0,222,5,43.0
2080,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",Krista,surprise,1.0,222,6,43.0
2081,Like it would help.,Danny,neutral,1.0,222,7,43.0
2082,You are so bad!,Krista,joy,1.0,222,8,43.0
2083,You are!,Danny,joy,0.0,222,9,43.0
2084,I had a really nice time tonight.,Danny,joy,0.0,223,0,43.0
2085,So did I. I'm really glad Monica asked us out.,Rachel,joy,0.0,223,1,43.0
2086,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",Danny,neutral,0.0,223,2,43.0
2087,You're sister? You're sister's asleep on the couch?  Ohhh! I saw,Rachel,surprise,0.0,223,3,43.0
2088,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Danny,neutral,0.0,223,4,43.0
2089,Hi!,Rachel,joy,0.0,223,5,43.0
2090,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",Krista,surprise,1.0,223,6,43.0
2091,Like it would help.,Danny,neutral,0.0,223,7,43.0
2092,You are so bad!,Krista,joy,0.0,223,8,43.0
2093,You are!,Danny,joy,0.0,223,9,43.0
2094,You are!,Krista,joy,0.0,223,10,43.0
2095,You are!,Danny,joy,0.0,223,11,43.0
2096,You are!,Krista,joy,0.0,223,12,43.0
2097,You are!,Danny,joy,0.0,223,13,43.0
2098,You are!,Krista,joy,0.0,223,14,43.0
2099,You are so dead! I'm gonna get you.,Danny,joy,0.0,223,15,43.0
2100,"Uh, it was very nice meeting you.",Rachel,neutral,1.0,223,16,43.0
2101,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",Chandler,surprise,0.0,224,0,44.0
2102,"Hi Mom, it's Jill.",Jill,neutral,0.0,224,1,44.0
2103,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",Chandler,surprise,0.0,224,2,44.0
2104,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill,neutral,1.0,224,3,44.0
2105,Jill says vestibule... I'm going with vestibule.,Chandler,neutral,0.0,224,4,44.0
2106,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre.",Chandler,surprise,0.0,225,0,44.0
2107,"Hi Mom, it's Jill.",Jill,neutral,0.0,225,1,44.0
2108,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",Chandler,surprise,0.0,225,2,44.0
2109,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill,neutral,0.0,225,3,44.0
2110,Jill says vestibule... I'm going with vestibule.,Chandler,neutral,0.0,225,4,44.0
2111,"I'm fine. No, I'm not alone... I don't know, some guy.",Jill,neutral,1.0,225,5,44.0
2112,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",Chandler,joy,0.0,225,6,44.0
2113,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Phoebe,neutral,0.0,226,0,45.0
2114,Uh-huh.,Rachel,neutral,1.0,226,1,45.0
2115,That sounds great!,Phoebe,surprise,0.0,226,2,45.0
2116,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Phoebe,neutral,0.0,227,0,45.0
2117,Uh-huh.,Rachel,neutral,0.0,227,1,45.0
2118,That sounds great!,Phoebe,surprise,0.0,227,2,45.0
2119,Hey!,Joey,neutral,0.0,227,3,45.0
2120,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",Monica,anger,1.0,227,4,45.0
2121,There's gravy?,Joey,surprise,1.0,227,5,45.0
2122,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Phoebe,neutral,0.0,228,0,45.0
2123,Uh-huh.,Rachel,neutral,0.0,228,1,45.0
2124,That sounds great!,Phoebe,surprise,0.0,228,2,45.0
2125,Hey!,Joey,neutral,0.0,228,3,45.0
2126,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",Monica,anger,1.0,228,4,45.0
2127,There's gravy?,Joey,surprise,0.0,228,5,45.0
2128,If you have the big apartment you have to deal with people coming over all the time.,Monica,neutral,1.0,228,6,45.0
2129,Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,Phoebe,neutral,0.0,229,0,45.0
2130,Uh-huh.,Rachel,neutral,0.0,229,1,45.0
2131,That sounds great!,Phoebe,surprise,0.0,229,2,45.0
2132,Hey!,Joey,neutral,0.0,229,3,45.0
2133,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",Monica,anger,0.0,229,4,45.0
2134,There's gravy?,Joey,surprise,0.0,229,5,45.0
2135,If you have the big apartment you have to deal with people coming over all the time.,Monica,neutral,0.0,229,6,45.0
2136,"That fridge has got to be stocked, okay, that's your department now.",Monica,neutral,0.0,229,7,45.0
2137,What are you doing?,Monica,neutral,1.0,229,8,45.0
2138,I think I left a donut up here.,Joey,neutral,0.0,229,9,45.0
2139,"So, in conclusion, the lines all go up , so I'm happy.",Doug,neutral,0.0,230,0,46.0
2140,Great job team!,Doug,joy,0.0,230,1,46.0
2141,Tomorrow at 8:30.,Doug,neutral,1.0,230,2,46.0
2142,"So, in conclusion, the lines all go up , so I'm happy.",Doug,neutral,0.0,231,0,46.0
2143,Great job team!,Doug,joy,0.0,231,1,46.0
2144,Tomorrow at 8:30.,Doug,neutral,0.0,231,2,46.0
2145,Phil!,Doug,joy,1.0,231,3,46.0
2146,"Oh, excuse me. I forgot my briefcase y'know, by accident.",Stevens,neutral,0.0,232,0,47.0
2147,"Of course, you did.",Doug,joy,0.0,232,1,47.0
2148,Forgot something else too ya bastard!,Doug,joy,0.0,232,2,47.0
2149,"Well, what about you?",Doug,neutral,0.0,232,3,47.0
2150,"Oh, excuse me. I forgot my briefcase y'know, by accident.",Stevens,neutral,0.0,233,0,47.0
2151,"Of course, you did.",Doug,joy,0.0,233,1,47.0
2152,Forgot something else too ya bastard!,Doug,joy,0.0,233,2,47.0
2153,"Well, what about you?",Doug,neutral,0.0,233,3,47.0
2154,You're not feeling left out or anything are ya?,Doug,neutral,1.0,233,4,47.0
2155,"No. No, not at all, that's-that's ridiculous.",Chandler,sadness,1.0,233,5,47.0
2156,"Everybody else got one, and you want one too. Don't you?",Doug,joy,1.0,233,6,47.0
2157,Hey Bob.,Chandler,neutral,0.0,234,0,48.0
2158,Hey! How's my pal Toby doing today?,Bob,joy,0.0,234,1,48.0
2159,"If I see him, I'll ask.",Chandler,neutral,0.0,234,2,48.0
2160,Toby!,Bob,joy,0.0,234,3,48.0
2161,Yeah!,Chandler,joy,0.0,234,4,48.0
2162,Hey Bob.,Chandler,neutral,0.0,235,0,48.0
2163,Hey! How's my pal Toby doing today?,Bob,joy,0.0,235,1,48.0
2164,"If I see him, I'll ask.",Chandler,neutral,0.0,235,2,48.0
2165,Toby!,Bob,joy,0.0,235,3,48.0
2166,Yeah!,Chandler,joy,0.0,235,4,48.0
2167,Oh then you know each other.,Mr. Franklin,neutral,1.0,235,5,48.0
2168,We're on a semi-first name basis.,Chandler,neutral,0.0,235,6,48.0
2169,Hey Bob.,Chandler,neutral,0.0,236,0,48.0
2170,Hey! How's my pal Toby doing today?,Bob,joy,0.0,236,1,48.0
2171,"If I see him, I'll ask.",Chandler,neutral,0.0,236,2,48.0
2172,Toby!,Bob,joy,0.0,236,3,48.0
2173,Yeah!,Chandler,joy,0.0,236,4,48.0
2174,Oh then you know each other.,Mr. Franklin,neutral,0.0,236,5,48.0
2175,We're on a semi-first name basis.,Chandler,neutral,0.0,236,6,48.0
2176,What do you think of adding him to our team?,Mr. Franklin,neutral,1.0,236,7,48.0
2177,"Bob? Ooh, working here with us? Everyday? Yeah, I don't know if he has what it takes.",Chandler,surprise,1.0,236,8,48.0
2178,Hey Bob.,Chandler,neutral,0.0,237,0,48.0
2179,Hey! How's my pal Toby doing today?,Bob,joy,0.0,237,1,48.0
2180,"If I see him, I'll ask.",Chandler,neutral,0.0,237,2,48.0
2181,Toby!,Bob,joy,0.0,237,3,48.0
2182,Yeah!,Chandler,joy,0.0,237,4,48.0
2183,Oh then you know each other.,Mr. Franklin,neutral,0.0,237,5,48.0
2184,We're on a semi-first name basis.,Chandler,neutral,0.0,237,6,48.0
2185,What do you think of adding him to our team?,Mr. Franklin,neutral,0.0,237,7,48.0
2186,"Bob? Ooh, working here with us? Everyday? Yeah, I don't know if he has what it takes.",Chandler,surprise,1.0,237,8,48.0
2187,Really? They love him down on six.,Mr. Franklin,surprise,0.0,237,9,48.0
2188,Hey Bob.,Chandler,neutral,0.0,238,0,48.0
2189,Hey! How's my pal Toby doing today?,Bob,joy,0.0,238,1,48.0
2190,"If I see him, I'll ask.",Chandler,neutral,0.0,238,2,48.0
2191,Toby!,Bob,joy,0.0,238,3,48.0
2192,Yeah!,Chandler,joy,0.0,238,4,48.0
2193,Oh then you know each other.,Mr. Franklin,neutral,0.0,238,5,48.0
2194,We're on a semi-first name basis.,Chandler,neutral,0.0,238,6,48.0
2195,What do you think of adding him to our team?,Mr. Franklin,neutral,0.0,238,7,48.0
2196,"Bob? Ooh, working here with us? Everyday? Yeah, I don't know if he has what it takes.",Chandler,surprise,0.0,238,8,48.0
