Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
1682,"aise hi nehi le gayi thi mammi ji, maine coin toss kiya tha. heads to royal club tails toh chief minister ke private party.   ",monisha,fear,66,10
1683,"oh my god, are you crazy? ",maya,anger,66,11
1684,ek pass ka do hazar rupay tha. maine dash hazar rupay bachaye na? ,monisha,fear,66,12
1685,"are jaa dash hazar rupay, agar uha kisi ko pata chal jata ke hamare pas invitations nehi hai toh",maya,anger,66,13
1686,mujse toh pucha bhi tha. jab maine dry fruit ka halwa tiffin mei pack kar dene ke liye kaha tha na waiters se toh ,monisha,joy,66,14
1687,monisha ,sahil,fear,66,15
1688,sahil mujhe abhi ke abhi ish paper me mujhe dastakhat karke do ,maya,anger,66,16
1689,lekin iye toh blank paper hai mom ,sahil,fear,66,17
1690,dont worry. divorce ki conditions mai likh dungi ,maya,anger,66,18
1691,sahil mai ghar chor ke jaa rahi hu,monisha,sadness,66,19
1692,"ek minute monisha, monisha. mom, please lets come back to the point. all right. maine do trophies kharide hai, universal company ki. jisme se ek trophy maine mom aapke ghar me chupayi hai, jis par likha hai world's best mother haha aur dusri trophy maine monisha aapne ghar pe chupayi hai jispar likha hai world's best wife. ",sahil,neutral,66,20
1693,world's best wife? ,maya,contempt,66,21
1694,toh jo bhi wo trophy dhundkar sabse pahle mere pas layega wohi mere saath party mai jayega,sahil,neutral,66,22
1695,dont be ridiculous sahil. ek party me jane ke liye mai aisi childish games nehi khelungi. excuse me. ,maya,contempt,66,23
1696,mai tumhare liye sabkuch karungi sahil ,monisha,neutral,66,24
1697,chal chal jaldi bata tune monisha wali trophy kaha rakhi hai warna iye trophy niche fek dunga,indu,joy,67,0
1698,nehi nehi dad dad dad,sahil,fear,67,1
1699,teri favourite hai na?,indu,joy,67,2
1700,ji dad,sahil,fear,67,3
1701,"age mat ana, age mat bar, tere sath party me jaane ka hak sirf monisha ko hai",indu,neutral,67,4
1702,i know that dad ,sahil,anger,67,5
1703,age mat bar nehi toh fek dunga,indu,neutral,67,6
1704,dad niche kisi ke gar khari hogi ,sahil,neutral,67,7
1705,accha are wah teri gari khari hai. feku?,indu,joy,67,8
1706,nehi,sahil,fear,67,9
1707,"daddy ji, choriye na. ",monisha,neutral,67,10
1708,chor du? ,indu,joy,67,11
1709,"ai, keya chor dijiye. ",sahil,fear,67,12
1710,nehi nehi nehi nehi nehi. mera matlab hai sahil ki trophy sahil ko wapas kar diiiye,monisha,neutral,67,13
1711,are par?,indu,neutral,67,14
1712,"daddy ji please. aap mammi ji aur mere beech pe sahil ka sandwich kyun bana rahi hai? sahil, mujhe party mai nehi jana hai, tum mammi ji ko le jao. lekin haa, mere liye autograph jarur le ana okay? ",monisha,neutral,67,15
1713,monisha,sahil,neutral,67,16
1714,"ab jao, mammi ji pareshan ho rahi hongi. jaa kar une bata do ki trophy kaha chupayi hai. ",monisha,neutral,67,17
1715,"mai nehi bata sakta ki trophy kaha chupake rakhi hai, kyunki actually mai kohi trophy kharidi nehi hai",sahil,fear,67,18
1716,keya? ,monisha,surprise,67,19
1717,yani dono ghoro me se kahi bhi trophy nehi hai. ,indu,anger,67,20
1718,aur iye sab aap ki waja se ho rahe he narad muni ji ,sahil,anger,67,21
1719,"kyun kyun kyun, maine keya kiya? ",indu,neutral,67,22
1720,"iye yoopie, sahil bhai guess mom aapke liye keya le kar ayi hai",rosesh,joy,67,23
1721,"hahahaha mil gayi trophy, world's best mother. are nehi mili monisha ko abhi tak? ",maya,contempt,67,24
1722,"momma is a genius. sare clues aise padke faatak se unone. aaplog aise keya dekh rahi hai, mujhe saram aa rahi hai ",rosesh,joy,67,25
1723,"mammi ji, sahil ne kohi trophy chupai hi nehi thi ",monisha,neutral,67,26
1724,oh,maya,surprise,67,27
1725,kitne ne kharidi iye trophy mahamaya? ,indu,contempt,67,28
1726,"hahahaha, maine keya kaha tha? indu jarur tumhara iye trick pakar lega. nikalo hazar rupay, nikalo come on ",maya,fear,67,29
1727,"hahahah, kapti kumari ab aise mat batao ki tumhe pata hi nehi hai [phone rings]",indu,contempt,67,30
1728,"shh shh, vishal guha ji ka phone hai. hello, keya? haha, thank you that's wonderful news, aapne mere bahat bari problem solve kar di. ",sahil,joy,67,31
1729,sabko jana hai hahahaha,maya,joy,67,32
1730,"mom dad monisha rosesh, the party is cancelled. ",sahil,neutral,67,33
1731,oh,maya,sadness,67,34
1732,monisha tumne jo kuch bhi kiya that was very very sweet. ,sahil,neutral,67,35
1733,waise tum bhi mere liye kuch kar sakti ho sahil. ,monisha,joy,67,36
1734,batao ,sahil,neutral,67,37
1735,"pata hai bachpan se mujhe ek iccha thi, ke mai visha guha ke saath one tappe cricket khelu. tum use request karo na please ",monisha,joy,67,38
1736,okay,sahil,contempt,67,39
1737,kyun? iye shirt ,monisha ,neutral,68,0
1738,coat pe matching hai. okay fine ,sahil,neutral,68,1
1739,kyun? iye shirt ,monisha ,anger,68,2
1740,hello doctor sahil ,kiran,joy,69,0
1741,hi doctor kiran,sahil,joy,69,1
1742,are you free? chalo lunch karne chalte hain ,kiran,neutral,69,2
1743,mai apna tiffin sath laya hu ,sahil,neutral,69,3
1744,"oh come on, tiffin toh mera bhi aa geya hai ",kiran ,neutral,69,4
1745,lekin keya hai ki aaj meri ekadashi hai ,sahil,neutral,69,5
1746,"you mean falahar, share karte hai. ",kiran,joy,69,6
1747,"aa, ok ok ",sahil,fear,69,7
1748,la la la la la huum ,kiran,joy,69,8
1749,bohot khush lag rahi ho,sahil,neutral,69,9
1750,aaj mera divorce pakka ho geya ,kiran,joy,69,10
1751,"oh, ghar ka khana ",sahil,fear,69,11
1752,"mere dibba se bhi kuch khao na, ghar ka hai mere ",kiran,joy,69,12
1753,mera aaj upabash hai ,sahil,neutral,69,13
1754,"mera anchar toh lo, mirchi ka hai. aur aise bhi, upabash me iye anchar chalta hai. ",kiran,neutral,69,14
1755,thank you,sahil,joy,69,15
1756,"aur agar na chale, toh pura dosh mujh par dal dena. iye kehna ki kiran ne mujhe lalcha kar mera upabash turwa diya ",kiran,neutral,69,16
1757,bahat theekha hai ,sahil,sadness,69,17
1758,suru suru mai lagta hai. ek bar swad kag jayega to ,kiran,joy,69,18
1759,ek kaam karna mujhe iske recipe tum email kar do ,sahil,fear,69,19
1760,tum kaho to banakar bijwa du,kiran,neutral,69,20
1761,hi doctor kiran ,sahil,joy,70,0
1762,khana khane bahar chale?,kiran,neutral,70,1
1763,ah well keya hai ki mai are apna tiffin laya hun ,sahil,joy,70,2
1764,"oh come on tum toh jante ho ki aaj mera birthday hai, aur mai bohot akeli hu ",kiran,sadness,70,3
1765,bijan's ke italian khane ke bohot tareef suni hai ,kiran,neutral,70,4
1766,ha lekin uha ka khana bohot feeka rehta hai,sahil,neutral,70,5
1767,"so what mera anchar hai na tej theekha tasty, bahar ka khaoge tab bhi aisa hi lagega ki ghar ka kha rahe ho, chale? ",kiran,joy,70,6
1768,chalo,sahil,fear,70,7
1769,hi ,indu,joy,71,0
1770,kiska hai iye? ,maya,anger,71,1
1771,tumhe kaha mila? ,indu,neutral,71,2
1772,"bathroom me, flush ke piche, chupaya geya tha",maya,anger,71,3
1773,"nehi nehi, gir geya hoga. ",indu,joy,71,4
1774,tumse,maya,anger,71,5
1775,"nehi rosesh ka hoga, usse pucho. are bhai thori khir dena aur badhi maze ki bani hai. waise tumne iye kaise soch liya ki iye phone mera hai? ",indu,neutral,71,6
1776,"ish phone me ek hi number hai, received calls me tin bar aur dialed numbers me sath bar",maya,neutral,71,7
1777,iye rosesh bhi na,indu,joy,71,8
1778,iye rosesh ka hi mobile hai,maya,neutral,71,9
1779,ha wo le jana bhul geya ,indu,joy,71,10
1780,aur wo number? jar maine wo number milaya toh samne se ek aurat hash ke boli bolo indu darling ,maya,contempt,71,11
1781,fir keya hua? ,indu,neutral,71,12
1782,"fir jab meri awaj suni usne toh usne phone rakh diya, aur tab se ab tak phone uthathi hi nehi ",maya,anger,71,13
1783,"ha haha, main batata hu keya hua. keya hua mai bathroom mai giya, itne mai ring baji, maine socha rosesh ki girlfriend ka phone hoga mai uthaunga toh naraz ho jayega. itne mai ring band ho gayi, fir maine socha ki wake hi important phone hoga, aur agar mai nehi uthaunga th rosesh fir naraz hoga. what is this daddy, mera itna important phone tha aur apne uthaya nehi. isliye fir maine samne se chalke phone kiya",indu,neutral,71,14
1784,aur kisne kiya tha phone rosesh ko? ,maya,neutral,71,15
1785,"iye credit card wali, wo teleshopping wali ladki, waste of time. maie kahe diya ki i am not interested. ",indu,contempt,71,16
1786,"ab mai samjhi, kisine tumhe kuch bechne ke liye tin bar phone kiya aur tumne mana karne ke liye samne se sath bar phone kiya",maya,neutral,71,17
1787,"ha ha, taki bad me kohi misunderstanding na ho na? ek bar no, do bar no, sath bar ",indu,neutral,71,18
1788,"oh by the way, usne indu darling kyun kaha? ",maya,contempt,71,19
1789,saletalks. wo samjhi mujhe darling kahke fusla legi aur mai credit card khareed lunga. lekin mai bewokoof nehi hu ,indu,neutral,71,20
1790,"indravadan, mai bhi bewokoof nehi hu",maya,contempt,71,21
1791,"mammi ji, sare mard ek jaise hote hai. kisi mard pe barosha karna bewokoofi hi hai [crying]",monisha ,sadness,71,22
1792,iye kehna keya chati hai? ,indu,neutral,71,23
1793,sonya didi ki banhisyat bani sach nikli mammi ji. [crying],monisha ,sadness,71,24
1794,you mean sahil sachmuch. ,maya,sadness,71,25
1795,kaun hai? kaun hai wo villain? ,indu,anger,71,26
1796,doctor kiran ke daddy,monisha ,sadness,71,27
1797,"wo son of a gun, yani sahil ka chakkar doctor kiran ke daddy ke sath chal raha hai ",indu,anger,71,28
1798,"nehi nehi, dortor kiran ke daddy doctor kiran ko shama kahke bulata hai na? ",monisha ,sadness,71,29
1799,shama? you mean sahil shama ko pyar karta hai? ,maya,sadness,71,30
1800,"nehi ek minute ek minute, mai shama chata hu ",sahil,neutral,71,31
1801,"dekha, shama chata hai. chata ka matlab pyar karna hi hua na? ",indu,joy,71,32
1802,sahil,monisha ,sadness,71,33
1803,"nehi nehi sweetheart tumhe pareshan karne ke liye mai shama chata hu. dekho wo jo bhi kuch hua na wo sab ek natak tha. wo michi ka anchar, wo sapna. ",sahil,neutral,71,34
1804,keya? ,monisha ,surprise,71,35
1805,ha maya. wo mobile phone natak tha ,indu,joy,71,36
1806,really,maya,neutral,71,37
1807,"mai ahi samjhana chata tha ke hum dono tota maina hai, aur ahi sach hai baby. ",sahil,neutral,71,38
1808,sahil,monisha ,sadness,71,39
1809,hum dono ne milke tumhe sirf ek tiger banne ke jhalak dikha di,indu,neutral,71,40
1810,i only love you,sahil,sadness,71,41
1811,and i only love my television ,indu,joy,71,42
1812,"indravadan, lets go",maya,anger,71,43
1813,accha sweethear mujhe bohot bukh lag rahi hai,sahil,neutral,71,44
1814,"accha tum baitho mai barasti hu, garam garam pakore bane hai ",monisha ,joy,71,45
1815,"keya? pakore bane, mai bhi khayunga",indu,joy,71,46
1816,"what rubbish, ghar pe wo minestrone soup aur haboos bana hua hai, wo kaun khayega? ",maya,contempt,71,47
1817,ha wo kaun khayega?,indu,neutral,71,48
1818,indu chalo,maya,anger,71,49
1819,bye mammi ji,monisha ,joy,71,50
1820,bye darling ,maya ,joy,71,51
1821,"very good, tumne pakore de diye daddy ko. ",sahil,joy,71,52
1822,ha,monisha ,joy,71,53
1823,accha by the way kish kish cheez se bane the? ,sahil,joy,71,54
1824,"alu ke, pyaz ke, gobi ke, methi ke, mirchi ke",monisha ,neutral,71,55
1825,mirchi ke bhi hai? ,sahil,neutral,71,56
1826,ha bolo maya ,indu,neutral,72,0
1827,"hi, kaha ho tum?",maya,joy,72,1
1828,mai kitchen me hun bhai,indu,neutral,72,2
1829,kitchen me keya kar rahe ho? kahi chup chup se phone toh nehi kar rahe?,maya,neutral,72,3
1830,maya phone par to mai tumse baat kar raha hu na? ,indu,neutral,72,4
1831,haa to ,maya,joy,72,5
1832,wo keya hai ki mera pet kharap hai toh main dawa dhund raha tha ,indu,neutral,72,6
1833,"hahahaha aur khao monisha ke hat ke bane hue pakore, monisha and her middle class eating habits. andar aao, main dawa deti hu tumhe. ",maya,joy,72,7
1834,sure sure sure. ,indu,joy,72,8
1835,indravadan ,maya,neutral,73,0
1836,haa yes,indu,neutral,73,1
1837,kisse phone pe baat kar rahe the? ,maya,fear,73,2
1838,mai? aaa wrong number tha ,indu,neutral,73,3
1839,"ho hi nehi sakta, tum hash hash ke baat kar rahe the ",maya,neutral,73,4
1840,ha toh kohi rule hai keya wrong number pe hash hash ke baat nehi kar sakte ,indu,neutral,73,5
1841,wrong number pe kohi hash hashke kyun baat karega? ,maya,neutral,73,6
1842,hazaro waja ho sakte hain,indu,neutral,73,7
1843,"ek waja batao, oh come on, for example, let's hypothesize. baitho. iye wrong number hai, me baat kar raha hun. hello, mai mr. srinik jhaweri se baat kar sakti hun? ",maya,neutral,73,8
1844,nehi aap unse nehi baat kar sakti.,indu,neutral,73,9
1845,kyun? ,maya,neutral,73,10
1846,kyunki abhi abhi unka dehant ho geya. ,indu,neutral,73,11
1847,what!,maya,surprise,73,12
1848,nehi nehi mai toh majak kar raha tha hahaha you got wrong number hahahaha dekho mai hasa na? ,indu,neutral,73,13
1849,"indravadan tumhara cell phone iha hai, toh tum kis phone pe baat kar rahe the? ",maya,neutral,73,14
1850,"hahaha, dekha bana diya na tumhe mai jara sal phone pe bat kar hi nehi raha tha, acting kar raha tha. milk ",indu,fear,73,15
1851,sahil sahil utho utho ,monisha,anger,74,0
1852,"shone do na, kitna accha sapna dekh raha hu",sahil,anger,74,1
1853,kaun hai sapne mai? ,monisha,neutral,74,2
1854,ek ladki,sahil,joy,74,3
1855,ladki? utho abhi uth utho. kaun thi wo ladki?,monisha,anger,74,4
1856,shone do na good night,sahil,neutral,74,5
1857,good night mom ,sonya,neutral,75,0
1858,phone karna. dushyant drive safely please,maya,neutral,75,1
1859,"don't worry mom, hum apni station wagon me aya hai na",dushyant,neutral,75,2
1860,good ,maya,joy,75,3
1861,"usme breaks hote hai na, usme impact sensors lage hai. toh keya hota hai, matlab i will explain ",dushyant,neutral,75,4
1862,"manlo ki iye hamari gari ja rahi hai, aur samne se ek gari aa geyi. come come ma. ",dushyant,neutral,75,5
1863,dushyant bad me explain karna ok,sonya,neutral,75,6
1864,ok,dushyant,neutral,75,7
1865,thank you ,maya,joy,75,8
1866,mom,sonya,neutral,75,9
1867,ha,maya,neutral,75,10
1868,"you also be careful, dad par najar rakhna ",sonya,contempt,75,11
1869,hi monisha ,maya,joy,76,0
1870,hi mammi ji sonya didi anything wrong?,monisha,fear,76,1
1871,well kapre abhi tak ahi pare hue hai. ,maya,contempt,76,2
1872,sonya didi,monisha,neutral,76,3
1873,bhabhi dekhiye ,sonya,neutral,76,4
1874,sonya iha se gujar rahi thi socha tumse milti chale,maya,neutral,76,5
1875,rat ko do baje gujar rahi thi? ,monisha,surprise,76,6
1876,"gujar toh wo iyara baje rahi thi, lekin hum ma beti baat karne me itna busy the ki pata hi nehi chala kab do baj gaye ",maya,neutral,76,7
1877,monisha beta kaisi ho tum?,maya,joy,76,8
1878,baat keya hai mammi ji? ,monisha,neutral,76,9
1879,monisha sonya ke hudu cards bata rahe hai ki tumhari saadi khatre mai hai ,maya,sadness,76,10
1880,keya? ,monisha,surprise,76,11
1881,haa sha ya ga se suru hoga ush aurat ka nam. sahil pe doore dalegi. use bash me kar legi. ,sonya,neutral,76,12
1882,"iska matlab mera sahil tiger hai, tota nehi. ",monisha,joy,76,13
1883,"aapka sahil bandar hai, bandar. har mard ke tarah. samhaliye bhabhi. bandar gula kabhi nehi bhulta. ",sonya,contempt,76,14
1884,"ohohohoho, pata nehi in bechari baccho ko kaise itne chote umar me sharab ki adat lag jati hai. its so sad. pallavi tumne champagne mangi thi na? okay. here you go. thousand rupees please. ",maya,joy,77,0
1885,"sarita, what about you? tum keya piyogi? ",maya,joy,77,1
1886,bloody mary please,sarita,joy,77,2
1887,"right, bloody mary for memsaheb. girls, aaj kisi bhi surat mai hume pachash hazar rupay ekhatta karne hai, un sharab ke shikar baccho ke liye. fir chaye hume dash bottol champagne hi kyu na khali karne pare. ",maya,neutral,77,3
1888,"right, agar hum un baccho ki madat nehi karenge toh kaun karega?",sarita,neutral,77,4
1889,you are absolutely right. here is your bloody mary sarita. ,maya,joy,77,5
1890,thank you,sarita,joy,77,6
1891,fifteen hundred please ,person1,neutral,77,7
1892,tum keya le rahi ho maya?,sarita,joy,77,8
1893,"ah, bloody mary, same as you. ",maya,joy,77,9
1894,"mammi ji, ap saree pahenne ke sal me toh sarita auntie ki copy karti hai, lekin drink me bhi?",monisha,contempt,77,10
1895,monisha mai kisi bhi cheez me kisi ki copy nehi karti ,maya,contempt,77,11
1896,ice please,sarita,joy,77,12
1897,ice please,maya,joy,77,13
1898,"maya, har baat pe meri copy mat karna. warna tumhe bhi meri tara jasus bhegne paregi apne husband ke piche.",sarita,neutral,77,14
1899,jasus? ,monisha,surprise,77,15
1900,"mera dinesh uske secretary urvashi ke sath range haato pakra geya tha. maine kaha dinesh tum iye keya kar raha h urvashi ke saath? toh, usne kaha urvashi ko mental stress ho raha hai, toh mai usko yoga sikha raha hu.  ",sarita,contempt,77,16
1901,"come on sarita, shayad such much hi yoga sikha raha ho. ",maya,neutral,77,17
1902,bathtub me? ,sarita,contempt,77,18
1903,waise mera indravadan toh bilkul sidha hai. kisi gair aurat ke samne aankh uthakar bhi neh dhekta. ,maya,joy,77,19
1904,mera sahil bhi. ,monisha,joy,77,20
1905,spondylitis ke mareez he dono? ya tote hai? ,sarita,contempt,77,21
1906,tote? ,monisha,surprise,77,22
1907,"mard do kasam ke hote hai. ek, tiger. jo kabhi bhi kisi ek tigress ke saath wafadar nehi rah sakta. aur, dusra, tota, jo sari jindegi ek hi mayna ke saath wafadari nibhata hai.  ",maya,neutral,77,23
1908,"and i know your sahil, bohot hi sidha hai bechara. complete tota hai tota. ",sarita,neutral,77,24
1909,ha doctor kiran ,sahil,neutral,78,0
1910,cabin main? aaj sath me lunch kare? ,kiran,neutral,78,1
1911,wo keya hai ki,sahil,neutral,78,2
1912,mai garma garam biriyani le kar ayi hu. aur waise bhi aaj toh upabash bhi nehi hai ,kiran,neutral,78,3
1913,"nehi aisi bat nehi hai. thik hai, sath me lunch karte hai. meri cabin me. see you in five minutes. bye",sahil,joy,78,4
